"treatment","Trait","groups","combi","trait","BBCH","Year"
"176_Combined_Apertus",108.223333333333,"ab","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"176_Split_Capone",108.213333333333,"ab","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"220_Combined_Esket",107.061666666667,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"176_Combined_Capone",107.036666666667,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"176_Split_Pionier",107.036666666667,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"220_Split_Alves",105.87,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"220_Split_Potenzial",105.87,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"176_Combined_Esket",105.865,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"176_Combined_Patras",105.865,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"176_Combined_Potenzial",105.865,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"176_Split_Potenzial",105.865,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"220_Combined_Potenzial",105.865,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"220_Split_Esket",105.865,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"220_Split_Patras",105.865,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"176_Combined_Torrild",105.86,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"176_Split_Patras",105.855,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"176_Split_Torrild",105.855,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"220_Combined_Patras",105.855,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"220_Combined_Torrild",105.85,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"220_Split_Torrild",105.85,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"176_Combined_Alves",105.845,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"176_Combined_Pionier",105.845,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"176_Split_Apertus",105.845,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"176_Split_Esket",105.845,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"220_Combined_Alves",105.845,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"176_Split_Alves",105.82,"b","nitrogen:appl:var","Acc_Percipitation","61
87",2021
"220_Combined_Late_Capone",112.93,"a","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Late_Apertus",110.596666666667,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Late_Pionier",110.596666666667,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Combined_Early_Pionier",110.586666666667,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Combined_Late_Pionier",110.586666666667,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Late_Apertus",110.576666666667,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Early_Capone",110.576666666667,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Late_Capone",110.576666666667,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Late_Capone",110.566666666667,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Combined_Late_Esket",108.253333333333,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Combined_Early_Apertus",108.223333333333,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Combined_Early_Capone",108.223333333333,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Combined_Late_Apertus",108.223333333333,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Late_Capone",108.213333333333,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Late_Pionier",108.203333333333,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Early_Esket",105.9,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Early_Pionier",105.9,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Early_Alves",105.89,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Early_Patras",105.88,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Early_Potenzial",105.88,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Early_Patras",105.88,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Early_Potenzial",105.88,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Early_Apertus",105.87,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Early_Torrild",105.87,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Early_Patras",105.87,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Early_Pionier",105.87,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Early_Potenzial",105.87,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Early_Torrild",105.87,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Combined_Early_Esket",105.87,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Combined_Early_Patras",105.87,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Combined_Late_Potenzial",105.87,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Early_Apertus",105.87,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Early_Esket",105.87,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Early_Capone",105.86,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Early_Capone",105.86,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Late_Potenzial",105.86,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Combined_Early_Potenzial",105.86,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Combined_Late_Torrild",105.86,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Late_Esket",105.86,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Late_Potenzial",105.86,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Early_Alves",105.85,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Late_Patras",105.85,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Late_Pionier",105.85,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Late_Potenzial",105.85,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Late_Torrild",105.85,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Early_Apertus",105.85,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Early_Esket",105.85,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Combined_Early_Alves",105.85,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Early_Torrild",105.85,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Late_Alves",105.85,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Late_Patras",105.85,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Split_Late_Torrild",105.85,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Early_Pionier",105.84,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Late_Alves",105.84,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Late_Alves",105.84,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Late_Apertus",105.84,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Late_Esket",105.84,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Late_Patras",105.84,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Late_Torrild",105.84,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Combined_Early_Torrild",105.84,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Combined_Late_Alves",105.84,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"220_Combined_Late_Patras",105.84,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Combined_Late_Esket",105.83,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"176_Split_Early_Alves",105.8,"c","nitrogen:appl:timeid:var","Acc_Percipitation","61
87",2021
"Capone",71.5245833333333,"a","var","Acc_Percipitation","77
87",2021
"Pionier",70.3341666666667,"ab","var","Acc_Percipitation","77
87",2021
"Apertus",70.0404166666667,"abc","var","Acc_Percipitation","77
87",2021
"Esket",68.5533333333333,"bc","var","Acc_Percipitation","77
87",2021
"Patras",68.2466666666667,"c","var","Acc_Percipitation","77
87",2021
"Potenzial",68.2466666666667,"c","var","Acc_Percipitation","77
87",2021
"Torrild",68.2408333333333,"c","var","Acc_Percipitation","77
87",2021
"Alves",68.2345833333333,"c","var","Acc_Percipitation","77
87",2021
"220_Capone",72.9941666666667,"a","nitrogen:var","Acc_Percipitation","77
87",2021
"220_Pionier",71.82,"ab","nitrogen:var","Acc_Percipitation","77
87",2021
"220_Apertus",70.6358333333333,"bc","nitrogen:var","Acc_Percipitation","77
87",2021
"176_Capone",70.055,"cd","nitrogen:var","Acc_Percipitation","77
87",2021
"176_Apertus",69.445,"cde","nitrogen:var","Acc_Percipitation","77
87",2021
"220_Esket",68.8566666666667,"de","nitrogen:var","Acc_Percipitation","77
87",2021
"176_Pionier",68.8483333333333,"de","nitrogen:var","Acc_Percipitation","77
87",2021
"220_Patras",68.255,"e","nitrogen:var","Acc_Percipitation","77
87",2021
"220_Alves",68.2508333333333,"e","nitrogen:var","Acc_Percipitation","77
87",2021
"176_Esket",68.25,"e","nitrogen:var","Acc_Percipitation","77
87",2021
"220_Potenzial",68.25,"e","nitrogen:var","Acc_Percipitation","77
87",2021
"176_Potenzial",68.2433333333333,"e","nitrogen:var","Acc_Percipitation","77
87",2021
"176_Torrild",68.2433333333333,"e","nitrogen:var","Acc_Percipitation","77
87",2021
"176_Patras",68.2383333333333,"e","nitrogen:var","Acc_Percipitation","77
87",2021
"220_Torrild",68.2383333333333,"e","nitrogen:var","Acc_Percipitation","77
87",2021
"176_Alves",68.2183333333333,"e","nitrogen:var","Acc_Percipitation","77
87",2021
"220_Combined_Pionier",72.9966666666667,"a","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Split_Capone",72.9966666666667,"a","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Combined_Capone",72.9916666666667,"a","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Split_Capone",70.6466666666667,"ab","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Split_Pionier",70.6433333333333,"ab","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Split_Apertus",70.6383333333333,"ab","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Combined_Apertus",70.6333333333333,"ab","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Combined_Apertus",70.6283333333333,"ab","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Combined_Capone",69.4633333333333,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Combined_Esket",69.4516666666667,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Split_Pionier",69.4416666666667,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Split_Patras",68.275,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Split_Apertus",68.2616666666667,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Split_Alves",68.2616666666667,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Split_Esket",68.2616666666667,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Combined_Esket",68.255,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Combined_Pionier",68.255,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Split_Potenzial",68.255,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Combined_Torrild",68.2466666666667,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Split_Torrild",68.2466666666667,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Split_Esket",68.245,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Split_Potenzial",68.245,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Combined_Potenzial",68.245,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Combined_Potenzial",68.2416666666667,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Combined_Patras",68.24,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Split_Torrild",68.24,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Combined_Alves",68.24,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Split_Patras",68.2366666666667,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Combined_Patras",68.235,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Combined_Alves",68.23,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Combined_Torrild",68.23,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"176_Split_Alves",68.2066666666667,"b","nitrogen:appl:var","Acc_Percipitation","77
87",2021
"220_Combined_Late_Capone",75.35,"a","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Late_Capone",73,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Combined_Early_Pionier",72.9966666666667,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Combined_Late_Pionier",72.9966666666667,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Early_Capone",72.9966666666667,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Late_Apertus",72.9966666666667,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Late_Capone",72.9966666666667,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Late_Pionier",72.9966666666667,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Late_Apertus",72.9866666666667,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Combined_Late_Esket",70.6433333333333,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Late_Capone",70.6333333333333,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Combined_Early_Apertus",70.6333333333333,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Combined_Early_Capone",70.6333333333333,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Combined_Late_Apertus",70.6333333333333,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Late_Pionier",70.6233333333333,"abc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Early_Capone",68.2933333333333,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Early_Capone",68.2933333333333,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Early_Pionier",68.29,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Early_Alves",68.2833333333333,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Early_Apertus",68.28,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Early_Patras",68.2766666666667,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Late_Esket",68.2733333333333,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Late_Patras",68.2733333333333,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Early_Apertus",68.27,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Late_Pionier",68.27,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Late_Apertus",68.2633333333333,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Early_Esket",68.26,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Early_Apertus",68.26,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Early_Pionier",68.26,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Late_Esket",68.26,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Late_Potenzial",68.26,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Combined_Early_Esket",68.26,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Combined_Late_Potenzial",68.26,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Combined_Late_Torrild",68.26,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Late_Potenzial",68.26,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Early_Potenzial",68.2533333333333,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Late_Esket",68.25,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Late_Torrild",68.25,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Late_Torrild",68.25,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Early_Esket",68.25,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Early_Potenzial",68.25,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Late_Torrild",68.25,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Early_Torrild",68.2433333333333,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Early_Patras",68.2433333333333,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Early_Torrild",68.2433333333333,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Early_Patras",68.24,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Early_Pionier",68.24,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Late_Patras",68.24,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Combined_Early_Alves",68.24,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Combined_Late_Alves",68.24,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Combined_Late_Patras",68.24,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Split_Late_Alves",68.24,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Early_Alves",68.23,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Late_Alves",68.23,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Combined_Late_Potenzial",68.23,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Early_Esket",68.23,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Early_Potenzial",68.23,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Early_Torrild",68.23,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Late_Alves",68.23,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Late_Patras",68.23,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Combined_Early_Patras",68.23,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Combined_Early_Potenzial",68.23,"bc","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"220_Combined_Early_Torrild",68.2,"c","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"176_Split_Early_Alves",68.1833333333333,"c","nitrogen:appl:timeid:var","Acc_Percipitation","77
87",2021
"Capone",370.339583333333,"a","var","Acc_Percipitation","87",2021
"Pionier",369.154166666667,"ab","var","Acc_Percipitation","87",2021
"Apertus",368.85875,"abc","var","Acc_Percipitation","87",2021
"Esket",367.371666666667,"bc","var","Acc_Percipitation","87",2021
"Potenzial",367.065,"c","var","Acc_Percipitation","87",2021
"Patras",367.06,"c","var","Acc_Percipitation","87",2021
"Torrild",367.0575,"c","var","Acc_Percipitation","87",2021
"Alves",367.05125,"c","var","Acc_Percipitation","87",2021
"220_Capone",371.814166666667,"a","nitrogen:var","Acc_Percipitation","87",2021
"220_Pionier",370.64,"ab","nitrogen:var","Acc_Percipitation","87",2021
"220_Apertus",369.455833333333,"bc","nitrogen:var","Acc_Percipitation","87",2021
"176_Capone",368.865,"cd","nitrogen:var","Acc_Percipitation","87",2021
"176_Apertus",368.261666666667,"cde","nitrogen:var","Acc_Percipitation","87",2021
"220_Esket",367.673333333333,"de","nitrogen:var","Acc_Percipitation","87",2021
"176_Pionier",367.668333333333,"de","nitrogen:var","Acc_Percipitation","87",2021
"176_Esket",367.07,"e","nitrogen:var","Acc_Percipitation","87",2021
"220_Potenzial",367.07,"e","nitrogen:var","Acc_Percipitation","87",2021
"220_Alves",367.0675,"e","nitrogen:var","Acc_Percipitation","87",2021
"220_Patras",367.065,"e","nitrogen:var","Acc_Percipitation","87",2021
"176_Potenzial",367.06,"e","nitrogen:var","Acc_Percipitation","87",2021
"176_Torrild",367.06,"e","nitrogen:var","Acc_Percipitation","87",2021
"176_Patras",367.055,"e","nitrogen:var","Acc_Percipitation","87",2021
"220_Torrild",367.055,"e","nitrogen:var","Acc_Percipitation","87",2021
"176_Alves",367.035,"e","nitrogen:var","Acc_Percipitation","87",2021
"220_Combined_Pionier",371.816666666667,"a","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Split_Capone",371.816666666667,"a","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Combined_Capone",371.811666666667,"a","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Split_Pionier",369.463333333333,"ab","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Split_Apertus",369.458333333333,"ab","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Split_Capone",369.453333333333,"ab","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Combined_Apertus",369.453333333333,"ab","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Combined_Apertus",369.448333333333,"ab","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Combined_Capone",368.276666666667,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Combined_Esket",368.271666666667,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Split_Pionier",368.261666666667,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Combined_Esket",367.075,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Combined_Pionier",367.075,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Split_Apertus",367.075,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Split_Alves",367.075,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Split_Esket",367.075,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Split_Patras",367.075,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Split_Potenzial",367.075,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Split_Esket",367.065,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Split_Potenzial",367.065,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Combined_Potenzial",367.065,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Combined_Patras",367.06,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Combined_Torrild",367.06,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Split_Torrild",367.06,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Combined_Alves",367.06,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Split_Torrild",367.06,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Combined_Potenzial",367.055,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Combined_Patras",367.055,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Combined_Alves",367.05,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Split_Patras",367.05,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Combined_Torrild",367.05,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"176_Split_Alves",367.02,"b","nitrogen:appl:var","Acc_Percipitation","87",2021
"220_Combined_Early_Pionier",383.436666666667,"a","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Split_Early_Capone",383.436666666667,"a","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Combined_Early_Apertus",381.073333333333,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Combined_Early_Capone",381.073333333333,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Split_Early_Pionier",378.73,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Early_Capone",378.72,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Early_Capone",378.72,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Split_Early_Apertus",378.72,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Split_Early_Alves",378.71,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Early_Apertus",378.71,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Early_Esket",378.7,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Early_Apertus",378.7,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Early_Pionier",378.7,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Combined_Early_Esket",378.7,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Split_Early_Esket",378.69,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Split_Early_Patras",378.69,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
