"DayTime","y","m","d","DailyMean_Temperature","Acc_Temperature","Acc_Percipitation","Acc_Radiation","DailySum_Percipitation","DailySum_Radiation","sowing_date","DFG_year","sowingD","Das","Daily_TQ","Acc_TQ"
2020-04-03,2020,4,3,7.16666666666667,799.458333333333,196.89,679.73688,0.43,11.36088,"Late","DFG2020",2019-11-13,142,1.58523906976744,179.245218924363
2021-03-13,2021,3,13,5.92916666666667,734.166666666667,169.87,511.91424,7.83,5.29524,"Early","DFG2021",2020-10-22,142,0.893083345045678,123.884548200119
2021-03-27,2021,3,27,5.49166666666667,635.475,157.31,591.91236,4.97,10.61856,"Late","DFG2021",2020-11-05,142,1.93357693474962,154.23351833897
2019-03-17,2019,3,17,7.57916666666667,766.191666666667,185.9,508.1346,0.99,6.09516,"Early","DFG2019",2018-10-25,143,0.804199230346344,191.738621818691
2019-03-31,2019,3,31,7.8125,762.458333333333,189.26,612.67428,0,13.76064,"Late","DFG2019",2018-11-08,143,1.76136192,205.886878343779
2020-03-15,2020,3,15,8.725,856.870833333333,210.5,529.74972,0,12.65508,"Early","DFG2020",2019-10-24,143,1.45043896848138,124.363557486611
2020-04-04,2020,4,4,7.90416666666667,807.3625,196.89,699.87996,0,20.14308,"Late","DFG2020",2019-11-13,143,2.54841286241434,181.793631786778
2021-03-14,2021,3,14,5.74166666666667,739.908333333333,171.23,521.79804,1.36,9.8838,"Early","DFG2021",2020-10-22,143,1.72141654571843,125.605964745837
2021-03-28,2021,3,28,8.10833333333333,643.583333333333,157.31,600.26796,0,8.3556,"Late","DFG2021",2020-11-05,143,1.03049537512847,155.264013714098
2019-03-18,2019,3,18,4.69583333333333,770.8875,189.8,518.59548,3.9,10.46088,"Early","DFG2019",2018-10-25,144,2.22769405501331,193.966315873704
2019-04-01,2019,4,1,5.88333333333333,768.341666666667,189.26,632.403,0,19.72872,"Late","DFG2019",2018-11-08,144,3.35332351274788,209.240201856527
2020-03-16,2020,3,16,9.98333333333333,866.854166666667,210.5,543.14424,0,13.39452,"Early","DFG2020",2019-10-24,144,1.34168814691152,125.705245633523
2020-04-05,2020,4,5,10.1166666666667,817.479166666667,196.89,720.05652,0,20.17656,"Late","DFG2020",2019-11-13,144,1.9943881383855,183.788019925163
2021-03-15,2021,3,15,4.875,744.783333333333,174.49,529.794,3.26,7.99596,"Early","DFG2021",2020-10-22,144,1.64019692307692,127.246161668914
2021-03-29,2021,3,29,13.3625,656.945833333333,157.31,617.5152,0,17.24724,"Late","DFG2021",2020-11-05,144,1.29071955098223,156.554733265081
2019-03-19,2019,3,19,4.37916666666667,775.266666666667,189.8,529.70436,0,11.10888,"Early","DFG2019",2018-10-25,145,2.53675661274976,196.503072486454
2019-04-02,2019,4,2,9.92083333333333,778.2625,190.21,646.52796,0.95,14.12496,"Late","DFG2019",2018-11-08,145,1.42376749265015,210.663969349177
2020-03-17,2020,3,17,9.975,876.829166666667,210.5,557.85924,0,14.715,"Early","DFG2020",2019-10-24,145,1.47518796992481,127.180433603447
2020-04-06,2020,4,6,13.325,830.804166666667,196.89,740.58228,0,20.52576,"Late","DFG2020",2019-11-13,145,1.5403947467167,185.32841467188
2021-03-16,2021,3,16,4.40833333333333,749.191666666667,174.68,539.1972,0.19,9.4032,"Early","DFG2021",2020-10-22,145,2.13305103969754,129.379212708612
2021-03-30,2021,3,30,13.3166666666667,670.2625,157.31,636.33384,0,18.81864,"Late","DFG2021",2020-11-05,145,1.41316445556946,157.96789772065
2019-03-20,2019,3,20,6.92916666666667,782.195833333333,189.8,540.49752,0,10.79316,"Early","DFG2019",2018-10-25,146,1.55764185207456,198.060714338529
2019-04-03,2019,4,3,10.0375,788.3,198.28,655.67088,8.07,9.14292,"Late","DFG2019",2018-11-08,146,0.910876214196762,211.574845563374
2020-03-18,2020,3,18,10.6791666666667,887.508333333333,210.5,571.14396,0,13.28472,"Early","DFG2020",2019-10-24,146,1.24398470542333,128.424418308871
2020-04-07,2020,4,7,14.1291666666667,844.933333333333,196.89,760.779,0,20.19672,"Late","DFG2020",2019-11-13,146,1.42943462105573,186.757849292936
2021-03-17,2021,3,17,3.3375,752.529166666667,175.4,548.42112,0.72,9.22392,"Early","DFG2021",2020-10-22,146,2.76372134831461,132.142934056926
2021-03-31,2021,3,31,14.4541666666667,684.716666666667,157.31,655.05132,0,18.71748,"Late","DFG2021",2020-11-05,146,1.29495393485154,159.262851655502
2019-03-21,2019,3,21,10.4958333333333,792.691666666667,189.8,553.25232,0,12.7548,"Early","DFG2019",2018-10-25,147,1.21522508932116,199.27593942785
2019-04-04,2019,4,4,7.38333333333333,795.683333333333,198.28,660.61188,0,4.941,"Late","DFG2019",2018-11-08,147,0.66920993227991,212.244055495654
2020-03-19,2020,3,19,10.1333333333333,897.641666666667,210.5,580.4154,0,9.27144,"Early","DFG2020",2019-10-24,147,0.914944736842108,129.339363045713
2020-04-08,2020,4,8,15.1958333333333,860.129166666667,196.89,780.54156,0,19.76256,"Late","DFG2020",2019-11-13,147,1.30052492459556,188.058374217531
2021-03-18,2021,3,18,1.375,753.904166666667,175.52,553.06008,0.12,4.63896,"Early","DFG2021",2020-10-22,147,3.37378909090909,135.516723147836
2021-04-01,2021,4,1,11.1166666666667,695.833333333333,157.31,671.09508,0,16.04376,"Late","DFG2021",2020-11-05,147,1.44321679160419,160.706068447106
2019-03-22,2019,3,22,10.4625,803.154166666667,189.83,568.32012,0.03,15.0678,"Early","DFG2019",2018-10-25,148,1.44017204301075,200.71611147086
2019-04-05,2019,4,5,7.44166666666667,803.125,198.28,663.219,0,2.60712,"Late","DFG2019",2018-11-08,148,0.350340873460246,212.594396369114
2020-03-20,2020,3,20,7.1,904.741666666667,214.44,584.25804,3.94,3.84264,"Early","DFG2020",2019-10-24,148,0.541216901408451,129.880579947121
2020-04-09,2020,4,9,13.0791666666667,873.208333333333,196.92,801.02232,0.03,20.48076,"Late","DFG2020",2019-11-13,148,1.5659071041733,189.624281321704
2021-03-19,2021,3,19,1.90416666666667,755.808333333333,175.52,566.11152,0,13.05144,"Early","DFG2021",2020-10-22,148,6.85414792122537,142.370871069061
2021-04-02,2021,4,2,5.80416666666667,701.6375,157.31,677.81088,0,6.7158,"Late","DFG2021",2020-11-05,148,1.15706532663317,161.863133773739
2019-03-23,2019,3,23,8.3125,811.466666666667,189.86,575.01216,0.03,6.69204,"Early","DFG2019",2018-10-25,149,0.805057443609023,201.52116891447
2019-04-06,2019,4,6,11.2916666666667,814.416666666667,198.28,678.8988,0,15.6798,"Late","DFG2019",2018-11-08,149,1.38861697416974,213.983013343284
2020-03-21,2020,3,21,3.3,908.041666666667,214.44,595.5138,0,11.25576,"Early","DFG2020",2019-10-24,149,3.41083636363636,133.291416310758
2020-04-10,2020,4,10,8.55833333333333,881.766666666667,196.95,822.3894,0.03,21.36708,"Late","DFG2020",2019-11-13,149,2.49664031158715,192.120921633292
2021-03-20,2021,3,20,1.575,757.383333333333,175.52,576.85932,0,10.7478,"Early","DFG2021",2020-10-22,149,6.824,149.194871069061
2021-04-03,2021,4,3,6.70833333333333,708.345833333333,157.31,693.39096,0,15.58008,"Late","DFG2021",2020-11-05,149,2.32249639751553,164.185630171255
2019-03-24,2019,3,24,5.05,816.516666666667,189.86,585.5454,0,10.53324,"Early","DFG2019",2018-10-25,150,2.0857900990099,203.606959013479
2019-04-07,2019,4,7,12.4583333333333,826.875,198.28,697.86468,0,18.96588,"Late","DFG2019",2018-11-08,150,1.52234488294315,215.505358226227
2020-03-22,2020,3,22,2.04166666666667,910.083333333333,214.44,613.20996,0,17.69616,"Early","DFG2020",2019-10-24,150,8.6675069387755,141.958923249533
2020-04-11,2020,4,11,10.0583333333333,891.825,196.98,843.73164,0.03,21.34224,"Late","DFG2020",2019-11-13,150,2.12184656172329,194.242768195015
2021-03-21,2021,3,21,5.47916666666667,762.8625,175.58,583.84404,0.06,6.98472,"Early","DFG2021",2020-10-22,150,1.27477779467681,150.469648863738
2021-04-04,2021,4,4,5.19583333333333,713.541666666667,157.31,698.74812,0,5.35716,"Late","DFG2021",2020-11-05,150,1.03104923817161,165.216679409426
2019-03-25,2019,3,25,5.20833333333333,821.725,193.38,594.23256,3.52,8.68716,"Early","DFG2019",2018-10-25,151,1.66793472,205.274893733479
2019-04-08,2019,4,8,11.925,838.8,198.28,717.5772,0,19.71252,"Late","DFG2019",2018-11-08,151,1.65304150943396,217.158399735661
2020-03-23,2020,3,23,1.78333333333333,911.866666666667,214.44,630.87804,0,17.66808,"Early","DFG2020",2019-10-24,151,9.90733457943927,151.866257828972
2020-04-12,2020,4,12,15.1791666666667,907.004166666667,196.98,864.92448,0,21.19284,"Late","DFG2020",2019-11-13,151,1.39617941257205,195.638947607587
2021-03-22,2021,3,22,5.92083333333333,768.783333333333,175.58,594.46908,0,10.62504,"Early","DFG2021",2020-10-22,151,1.79451766361717,152.264166527355
2021-04-05,2021,4,5,2.81666666666667,716.358333333333,161.25,709.758,3.94,11.00988,"Late","DFG2021",2020-11-05,151,3.90883313609467,169.125512545521
2019-03-26,2019,3,26,5.9,827.625,194.32,600.54336,0.94,6.3108,"Early","DFG2019",2018-10-25,152,1.06962711864407,206.344520852123
2019-04-09,2019,4,9,6.8875,845.6875,198.28,732.12624,0,14.54904,"Late","DFG2019",2018-11-08,152,2.1123833030853,219.270783038746
2020-03-24,2020,3,24,2.83333333333333,914.7,214.44,648.56592,0,17.68788,"Early","DFG2020",2019-10-24,152,6.2427811764706,158.109039005443
2020-04-13,2020,4,13,7.57083333333333,914.575,197.2,881.9568,0.22,17.03232,"Late","DFG2020",2019-11-13,152,2.24972856356632,197.888676171153
2021-03-23,2021,3,23,6.25,775.033333333333,175.58,600.62832,0,6.15924,"Early","DFG2021",2020-10-22,152,0.9854784,153.249644927355
2021-04-06,2021,4,6,1.4125,717.770833333333,162.11,722.47248,0.86,12.71448,"Late","DFG2021",2020-11-05,152,9.0014017699115,178.126914315432
2019-03-27,2019,3,27,7.78333333333333,835.408333333333,194.32,611.66088,0,11.11752,"Early","DFG2019",2018-10-25,153,1.42837516059957,207.772896012723
2019-04-10,2019,4,10,5.325,851.0125,198.28,750.66372,0,18.53748,"Late","DFG2019",2018-11-08,153,3.48121690140845,222.751999940155
2020-03-25,2020,3,25,3.45416666666667,918.154166666667,214.44,666.666,0,18.10008,"Early","DFG2020",2019-10-24,153,5.24007141133896,163.349110416782
2020-04-14,2020,4,14,5.69583333333333,920.270833333333,197.2,897.8004,0,15.8436,"Late","DFG2020",2019-11-13,153,2.78161228968544,200.670288460839
2021-03-24,2021,3,24,8.00416666666667,783.0375,175.58,616.80492,0,16.1766,"Early","DFG2021",2020-10-22,153,2.02102238417491,155.27066731153
2021-04-07,2021,4,7,2.16666666666667,719.9375,165.26,731.15712,3.15,8.68464,"Late","DFG2021",2020-11-05,153,4.00829538461538,182.135209700048
2019-03-28,2019,3,28,9.98333333333333,845.391666666667,194.53,621.75924,0.21,10.09836,"Early","DFG2019",2018-10-25,154,1.01152186978297,208.784417882506
2019-04-11,2019,4,11,4.87083333333333,855.883333333333,198.28,760.67352,0,10.0098,"Late","DFG2019",2018-11-08,154,2.05504875962361,224.807048699778
2020-03-26,2020,3,26,4.85,923.004166666667,214.44,684.06732,0,17.40132,"Early","DFG2020",2019-10-24,154,3.58790103092783,166.93701144771
2020-04-15,2020,4,15,8.225,928.495833333333,197.2,918.61308,0,20.81268,"Late","DFG2020",2019-11-13,154,2.5304170212766,203.200705482115
2021-03-25,2021,3,25,8.70416666666667,791.741666666667,175.58,625.63932,0,8.8344,"Early","DFG2021",2020-10-22,154,1.01496218286261,156.285629494392
2021-04-08,2021,4,8,3.24583333333333,723.183333333333,165.26,739.42776,0,8.27064,"Late","DFG2021",2020-11-05,154,2.54807907573813,184.683288775786
2019-03-29,2019,3,29,11.9333333333333,857.325,194.53,639.29412,0,17.53488,"Early","DFG2019",2018-10-25,155,1.46940335195531,210.253821234461
2019-04-12,2019,4,12,3.19166666666667,859.075,198.45,768.11688,0.17,7.44336,"Late","DFG2019",2018-11-08,155,2.33212323759791,227.139171937376
2020-03-27,2020,3,27,8.45833333333333,931.4625,214.44,700.4898,0,16.42248,"Early","DFG2020",2019-10-24,155,1.94157399014778,168.878585437858
2020-04-16,2020,4,16,11.325,939.820833333333,197.24,938.6694,0.04,20.05632,"Late","DFG2020",2019-11-13,155,1.77097748344371,204.971682965559
2021-03-26,2021,3,26,11.1,802.841666666667,175.58,640.9458,0,15.30648,"Early","DFG2021",2020-10-22,155,1.37896216216216,157.664591656555
2021-04-09,2021,4,9,7.08333333333333,730.266666666667,165.26,750.83436,0,11.4066,"Late","DFG2021",2020-11-05,155,1.61034352941177,186.293632305198
2019-03-30,2019,3,30,11.5166666666667,868.841666666667,194.53,655.78608,0,16.49196,"Early","DFG2019",2018-10-25,156,1.43200810419681,211.685829338658
2019-04-13,2019,4,13,3,862.075,201.6,777.38832,3.15,9.27144,"Late","DFG2019",2018-11-08,156,3.09048,230.229651937376
2020-03-28,2020,3,28,6.90416666666667,938.366666666667,214.44,717.912,0,17.4222,"Early","DFG2020",2019-10-24,156,2.52343270971635,171.402018147574
2020-04-17,2020,4,17,10.2,950.020833333333,197.24,961.35192,0,22.68252,"Late","DFG2020",2019-11-13,156,2.22377647058824,207.195459436147
2021-03-27,2021,3,27,5.49166666666667,808.333333333333,180.55,651.56436,4.97,10.61856,"Early","DFG2021",2020-10-22,156,1.93357693474962,159.598168591304
2021-04-10,2021,4,10,6.2125,736.479166666667,167.53,755.9316,2.27,5.09724,"Late","DFG2021",2020-11-05,156,0.820481287726358,187.114113592924
2019-03-31,2019,3,31,7.8125,876.654166666667,194.53,669.54672,0,13.76064,"Early","DFG2019",2018-10-25,157,1.76136192,213.447191258658
2019-04-14,2019,4,14,3.37083333333333,865.445833333333,203.67,785.8872,2.07,8.49888,"Late","DFG2019",2018-11-08,157,2.52129938195303,232.750951319329
2020-03-29,2020,3,29,2.76666666666667,941.133333333333,215.63,722.42604,1.19,4.51404,"Early","DFG2020",2019-10-24,157,1.63158072289156,173.033598870465
2020-04-18,2020,4,18,12.5,962.520833333333,197.24,983.20428,0,21.85236,"Late","DFG2020",2019-11-13,157,1.7481888,208.943648236147
2021-03-28,2021,3,28,8.10833333333333,816.441666666667,180.55,659.91996,0,8.3556,"Early","DFG2021",2020-10-22,157,1.03049537512847,160.628663966433
2021-04-11,2021,4,11,6.575,743.054166666667,175,758.82528,7.47,2.89368,"Late","DFG2021",2020-11-05,157,0.440103422053232,187.554217014977
2019-04-01,2019,4,1,5.88333333333333,882.5375,194.53,689.27544,0,19.72872,"Early","DFG2019",2018-10-25,158,3.35332351274788,216.800514771406
2019-04-15,2019,4,15,8.4,873.845833333333,203.67,807.30756,0,21.42036,"Late","DFG2019",2018-11-08,158,2.55004285714286,235.300994176472
2020-03-30,2020,3,30,0.758333333333333,941.891666666667,216.18,728.56728,0.55,6.14124,"Early","DFG2020",2019-10-24,158,8.09833846153846,181.131937332004
2020-04-19,2020,4,19,9.64166666666667,972.1625,197.27,1007.0838,0.03,23.87952,"Late","DFG2020",2019-11-13,158,2.47670043215212,211.420348668299
2021-03-29,2021,3,29,13.3625,829.804166666667,180.55,677.1672,0,17.24724,"Early","DFG2021",2020-10-22,158,1.29071955098223,161.919383517415
2021-04-12,2021,4,12,3.61666666666667,746.670833333333,175.07,772.281,0.07,13.45572,"Late","DFG2021",2020-11-05,158,3.72047557603686,191.274692591014
2019-04-02,2019,4,2,9.92083333333333,892.458333333333,195.48,703.4004,0.95,14.12496,"Early","DFG2019",2018-10-25,159,1.42376749265015,218.224282264056
2019-04-16,2019,4,16,9.27916666666667,883.125,203.67,829.28232,0,21.97476,"Late","DFG2019",2018-11-08,159,2.36818248765155,237.669176664124
2020-03-31,2020,3,31,1.70416666666667,943.595833333333,216.18,745.11684,0,16.54956,"Early","DFG2020",2019-10-24,159,9.71123325183372,190.843170583838
2020-04-20,2020,4,20,10.125,982.2875,197.27,1031.15412,0,24.07032,"Late","DFG2020",2019-11-13,159,2.37731555555556,213.797664223855
2021-03-30,2021,3,30,13.3166666666667,843.120833333333,180.55,695.98584,0,18.81864,"Early","DFG2021",2020-10-22,159,1.41316445556946,163.332547972984
2021-04-13,2021,4,13,3.75416666666667,750.425,175.6,788.30568,0.53,16.02468,"Late","DFG2021",2020-11-05,159,4.26850521642619,195.54319780744
2019-04-03,2019,4,3,10.0375,902.495833333333,203.55,712.54332,8.07,9.14292,"Early","DFG2019",2018-10-25,160,0.910876214196762,219.135158478253
2019-04-17,2019,4,17,11.7833333333333,894.908333333333,203.67,851.75568,0,22.47336,"Late","DFG2019",2018-11-08,160,1.90721584158416,239.576392505708
2020-04-01,2020,4,1,4.07916666666667,947.675,216.18,761.86908,0,16.75224,"Early","DFG2020",2019-10-24,160,4.10677997957099,194.949950563409
2020-04-21,2020,4,21,11.7333333333333,994.020833333333,197.33,1055.3472,0.06,24.19308,"Late","DFG2020",2019-11-13,160,2.06191022727273,215.859574451128
2021-03-31,2021,3,31,14.4541666666667,857.575,180.55,714.70332,0,18.71748,"Early","DFG2021",2020-10-22,160,1.29495393485154,164.627501907836
2021-04-14,2021,4,14,3.81666666666667,754.241666666667,176.89,803.57436,1.29,15.26868,"Late","DFG2021",2020-11-05,160,4.00052751091703,199.543725318357
2019-04-04,2019,4,4,7.38333333333333,909.879166666667,203.55,717.48432,0,4.941,"Early","DFG2019",2018-10-25,161,0.66920993227991,219.804368410533
2019-04-18,2019,4,18,13.0625,907.970833333333,203.67,873.87768,0,22.122,"Late","DFG2019",2018-11-08,161,1.69355023923445,241.269942744942
2020-04-02,2020,4,2,6.35,954.025,216.18,770.8536,0,8.98452,"Early","DFG2020",2019-10-24,161,1.41488503937008,196.364835602779
2020-04-22,2020,4,22,12.8166666666667,1006.8375,197.36,1079.62128,0.03,24.27408,"Late","DFG2020",2019-11-13,161,1.89394642392717,217.753520875055
2021-04-01,2021,4,1,11.1166666666667,868.691666666667,180.55,730.74708,0,16.04376,"Early","DFG2021",2020-10-22,161,1.44321679160419,166.07071869944
2021-04-15,2021,4,15,4.925,759.166666666667,176.89,816.8634,0,13.28904,"Late","DFG2021",2020-11-05,161,2.69828223350254,202.24200755186
2019-04-05,2019,4,5,7.44166666666667,917.320833333333,203.55,720.09144,0,2.60712,"Early","DFG2019",2018-10-25,162,0.350340873460246,220.154709283993
2019-04-19,2019,4,19,14.8333333333333,922.804166666667,203.67,896.32728,0,22.4496,"Late","DFG2019",2018-11-08,162,1.51345617977528,242.783398924717
2020-04-03,2020,4,3,7.16666666666667,961.191666666667,216.61,782.21448,0.43,11.36088,"Early","DFG2020",2019-10-24,162,1.58523906976744,197.950074672546
2020-04-23,2020,4,23,13.0708333333333,1019.90833333333,197.36,1103.75604,0,24.13476,"Late","DFG2020",2019-11-13,162,1.84645916480715,219.599980039862
2021-04-02,2021,4,2,5.80416666666667,874.495833333333,180.55,737.46288,0,6.7158,"Early","DFG2021",2020-10-22,162,1.15706532663317,167.227784026073
2021-04-16,2021,4,16,7.05833333333333,766.225,176.89,835.9398,0,19.0764,"Late","DFG2021",2020-11-05,162,2.70267768595041,204.94468523781
2019-04-06,2019,4,6,11.2916666666667,928.6125,203.55,735.77124,0,15.6798,"Early","DFG2019",2018-10-25,163,1.38861697416974,221.543326258163
2019-04-20,2019,4,20,13.8375,936.641666666667,203.67,919.37412,0,23.04684,"Late","DFG2019",2018-11-08,163,1.66553495934959,244.448933884067
2020-04-04,2020,4,4,7.90416666666667,969.095833333333,216.61,802.35756,0,20.14308,"Early","DFG2020",2019-10-24,163,2.54841286241434,200.49848753496
2020-04-24,2020,4,24,12.6,1032.50833333333,197.39,1125.63324,0.03,21.8772,"Late","DFG2020",2019-11-13,163,1.73628571428571,221.336265754148
2021-04-03,2021,4,3,6.70833333333333,881.204166666667,180.55,753.04296,0,15.58008,"Early","DFG2021",2020-10-22,163,2.32249639751553,169.550280423589
2021-04-17,2021,4,17,7.59166666666667,773.816666666667,176.89,846.81756,0,10.87776,"Late","DFG2021",2020-11-05,163,1.43285532381998,206.37754056163
2019-04-07,2019,4,7,12.4583333333333,941.070833333333,203.55,754.73712,0,18.96588,"Early","DFG2019",2018-10-25,164,1.52234488294315,223.065671141106
2019-04-21,2019,4,21,13.4208333333333,950.0625,203.67,942.86088,0,23.48676,"Late","DFG2019",2018-11-08,164,1.75002247749147,246.198956361559
2020-04-05,2020,4,5,10.1166666666667,979.2125,216.61,822.53412,0,20.17656,"Early","DFG2020",2019-10-24,164,1.9943881383855,202.492875673346
2020-04-25,2020,4,25,10.2458333333333,1042.75416666667,197.39,1141.4682,0,15.83496,"Late","DFG2020",2019-11-13,164,1.54550239934933,222.881768153497
2021-04-04,2021,4,4,5.19583333333333,886.4,180.55,758.40012,0,5.35716,"Early","DFG2021",2020-10-22,164,1.03104923817161,170.58132966176
2021-04-18,2021,4,18,9.55833333333333,783.375,179.45,863.16372,2.56,16.34616,"Late","DFG2021",2020-11-05,164,1.71014751525719,208.087688076887
2019-04-08,2019,4,8,11.925,952.995833333333,203.55,774.44964,0,19.71252,"Early","DFG2019",2018-10-25,165,1.65304150943396,224.71871265054
2019-04-22,2019,4,22,14.1416666666667,964.204166666667,203.67,967.1382,0,24.27732,"Late","DFG2019",2018-11-08,165,1.71672268709487,247.915679048653
2020-04-06,2020,4,6,13.325,992.5375,216.61,843.05988,0,20.52576,"Early","DFG2020",2019-10-24,165,1.5403947467167,204.033270420063
2020-04-26,2020,4,26,10.2291666666667,1052.98333333333,197.42,1164.0726,0.03,22.6044,"Late","DFG2020",2019-11-13,165,2.20979877800407,225.091566931501
2021-04-05,2021,4,5,2.81666666666667,889.216666666667,184.49,769.41,3.94,11.00988,"Early","DFG2021",2020-10-22,165,3.90883313609467,174.490162797855
2021-04-19,2021,4,19,9.3625,792.7375,179.5,876.2436,0.05,13.07988,"Late","DFG2021",2020-11-05,165,1.39704993324433,209.484738010132
2019-04-09,2019,4,9,6.8875,959.883333333333,203.55,788.99868,0,14.54904,"Early","DFG2019",2018-10-25,166,2.1123833030853,226.831095953625
2019-04-23,2019,4,23,14.4375,978.641666666667,203.67,990.1872,0,23.049,"Late","DFG2019",2018-11-08,166,1.59646753246753,249.512146581121
2020-04-07,2020,4,7,14.1291666666667,1006.66666666667,216.61,863.2566,0,20.19672,"Early","DFG2020",2019-10-24,166,1.42943462105573,205.462705041118
2020-04-27,2020,4,27,13.0791666666667,1066.0625,197.45,1188.31896,0.03,24.24636,"Late","DFG2020",2019-11-13,166,1.85381535520866,226.94538228671
2021-04-06,2021,4,6,1.4125,890.629166666667,185.35,782.12448,0.86,12.71448,"Early","DFG2021",2020-10-22,166,9.0014017699115,183.491564567767
2021-04-20,2021,4,20,10.6958333333333,803.433333333333,179.5,899.10972,0,22.86612,"Late","DFG2021",2020-11-05,166,2.13785305804442,211.622591068176
2019-04-10,2019,4,10,5.325,965.208333333333,203.55,807.53616,0,18.53748,"Early","DFG2019",2018-10-25,167,3.48121690140845,230.312312855034
2019-04-24,2019,4,24,17.1875,995.829166666667,205.05,1011.9726,1.38,21.7854,"Late","DFG2019",2018-11-08,167,1.26751418181818,250.779660762939
2020-04-08,2020,4,8,15.1958333333333,1021.8625,216.61,883.01916,0,19.76256,"Early","DFG2020",2019-10-24,167,1.30052492459556,206.763229965714
2020-04-28,2020,4,28,13.1375,1079.2,199.78,1203.34644,2.33,15.02748,"Late","DFG2020",2019-11-13,167,1.14386146527117,228.089243751981
2021-04-07,2021,4,7,2.16666666666667,892.795833333333,188.5,790.80912,3.15,8.68464,"Early","DFG2021",2020-10-22,167,4.00829538461538,187.499859952382
2021-04-21,2021,4,21,8.76666666666667,812.2,179.5,921.3606,0,22.25088,"Late","DFG2021",2020-11-05,167,2.53812319391635,214.160714262093
2019-04-11,2019,4,11,4.87083333333333,970.079166666667,203.55,817.54596,0,10.0098,"Early","DFG2019",2018-10-25,168,2.05504875962361,232.367361614657
2019-04-25,2019,4,25,16.4458333333333,1012.275,205.05,1033.46856,0,21.49596,"Late","DFG2019",2018-11-08,168,1.30707636179377,252.086737124733
2020-04-09,2020,4,9,13.0791666666667,1034.94166666667,216.64,903.49992,0.03,20.48076,"Early","DFG2020",2019-10-24,168,1.5659071041733,208.329137069887
2020-04-29,2020,4,29,13,1092.2,199.78,1216.2582,0,12.91176,"Late","DFG2020",2019-11-13,168,0.993212307692308,229.082456059673
2021-04-08,2021,4,8,3.24583333333333,896.041666666667,188.5,799.07976,0,8.27064,"Early","DFG2021",2020-10-22,168,2.54807907573813,190.04793902812
2021-04-22,2021,4,22,6.8375,819.0375,179.5,937.64016,0,16.27956,"Late","DFG2021",2020-11-05,168,2.38092285191956,216.541637114012
2019-04-12,2019,4,12,3.19166666666667,973.270833333333,203.72,824.98932,0.17,7.44336,"Early","DFG2019",2018-10-25,169,2.33212323759791,234.699484852255
2019-04-26,2019,4,26,11.6333333333333,1023.90833333333,212.7,1044.05256,7.65,10.584,"Late","DFG2019",2018-11-08,169,0.9097994269341,252.996536551667
2020-04-10,2020,4,10,8.55833333333333,1043.5,216.67,924.867,0.03,21.36708,"Early","DFG2020",2019-10-24,169,2.49664031158715,210.825777381474
2020-04-30,2020,4,30,12.3166666666667,1104.51666666667,210.75,1231.86708,10.97,15.60888,"Late","DFG2020",2019-11-13,169,1.26729742895805,230.349753488631
2021-04-09,2021,4,9,7.08333333333333,903.125,188.5,810.48636,0,11.4066,"Early","DFG2021",2020-10-22,169,1.61034352941177,191.658282557532
2021-04-23,2021,4,23,7.7875,826.825,179.5,958.1544,0,20.51424,"Late","DFG2021",2020-11-05,169,2.63425232744783,219.17588944146
2019-04-13,2019,4,13,3,976.270833333333,206.87,834.26076,3.15,9.27144,"Early","DFG2019",2018-10-25,170,3.09048,237.789964852255
2019-04-27,2019,4,27,10.1875,1034.09583333333,217.39,1058.8878,4.69,14.83524,"Late","DFG2019",2018-11-08,170,1.45621987730061,254.452756428968
2020-04-11,2020,4,11,10.0583333333333,1053.55833333333,216.7,946.20924,0.03,21.34224,"Early","DFG2020",2019-10-24,170,2.12184656172329,212.947623943198
2020-05-01,2020,5,1,10.3833333333333,1114.9,211.45,1246.71672,0.7,14.84964,"Late","DFG2020",2019-11-13,170,1.430141894061,231.779895382692
2021-04-10,2021,4,10,6.2125,909.3375,190.77,815.5836,2.27,5.09724,"Early","DFG2021",2020-10-22,170,0.820481287726358,192.478763845258
2021-04-24,2021,4,24,7.10833333333333,833.933333333333,179.5,976.7358,0,18.5814,"Late","DFG2021",2020-11-05,170,2.61403048065651,221.789919922116
2019-04-14,2019,4,14,3.37083333333333,979.641666666667,208.94,842.75964,2.07,8.49888,"Early","DFG2019",2018-10-25,171,2.52129938195303,240.311264234208
2019-04-28,2019,4,28,9.15,1043.24583333333,219.12,1075.49928,1.73,16.61148,"Late","DFG2019",2018-11-08,171,1.81546229508197,256.26821872405
2020-04-12,2020,4,12,15.1791666666667,1068.7375,216.7,967.40208,0,21.19284,"Early","DFG2020",2019-10-24,171,1.39617941257205,214.34380335577
2020-05-02,2020,5,2,9.30416666666667,1124.20416666667,212.31,1258.93296,0.86,12.21624,"Late","DFG2020",2019-11-13,171,1.31298593819973,233.092881320892
2021-04-11,2021,4,11,6.575,915.9125,198.24,818.47728,7.47,2.89368,"Early","DFG2021",2020-10-22,171,0.440103422053232,192.918867267311
2021-04-25,2021,4,25,6.225,840.158333333333,179.5,993.15972,0,16.42392,"Late","DFG2021",2020-11-05,171,2.63838072289157,224.428300645008
2019-04-15,2019,4,15,8.4,988.041666666667,208.94,864.18,0,21.42036,"Early","DFG2019",2018-10-25,172,2.55004285714286,242.861307091351
