"Year","Climate","value","B","timeid","var","appl","nitrogen","rep"
"2020","Acc_TQ",13.947488356768,"51
61","Early","Pionier","Combined",176,1
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Esket","Combined",220,1
"2020","Acc_Percipitation",20.17,"51
61","Early","Esket","Combined",220,1
"2020","Acc_Radiation",216.2628,"51
61","Early","Esket","Combined",220,1
"2020","Das",10,"51
61","Early","Esket","Combined",220,1
"2020","Acc_TQ",14.445984773735,"51
61","Early","Esket","Combined",220,1
"2020","Acc_Temperature",165.44583333333,"51
61","Early","Patras","Combined",176,1
"2020","Acc_Percipitation",20.17,"51
61","Early","Patras","Combined",176,1
"2020","Acc_Radiation",245.63592,"51
61","Early","Patras","Combined",176,1
"2020","Das",11,"51
61","Early","Patras","Combined",176,1
"2020","Acc_TQ",16.489332251996,"51
61","Early","Patras","Combined",176,1
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Capone","Split",220,3
"2020","Acc_Percipitation",20.17,"51
61","Early","Capone","Split",220,3
"2020","Acc_Radiation",216.2628,"51
61","Early","Capone","Split",220,3
"2020","Das",10,"51
61","Early","Capone","Split",220,3
"2020","Acc_TQ",14.445984773735,"51
61","Early","Capone","Split",220,3
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Apertus","Combined",220,1
"2020","Acc_Percipitation",20.17,"51
61","Early","Apertus","Combined",220,1
"2020","Acc_Radiation",216.2628,"51
61","Early","Apertus","Combined",220,1
"2020","Das",10,"51
61","Early","Apertus","Combined",220,1
"2020","Acc_TQ",14.445984773735,"51
61","Early","Apertus","Combined",220,1
"2020","Acc_Temperature",98.875,"51
61","Early","Potenzial","Split",220,3
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Potenzial","Split",220,3
"2020","Acc_Radiation",153.89424,"51
61","Early","Potenzial","Split",220,3
"2020","Das",6,"51
61","Early","Potenzial","Split",220,3
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Potenzial","Split",220,3
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Pionier","Split",220,1
"2020","Acc_Percipitation",20.17,"51
61","Early","Pionier","Split",220,1
"2020","Acc_Radiation",216.2628,"51
61","Early","Pionier","Split",220,1
"2020","Das",10,"51
61","Early","Pionier","Split",220,1
"2020","Acc_TQ",14.445984773735,"51
61","Early","Pionier","Split",220,1
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Esket","Split",220,3
"2020","Acc_Percipitation",20.17,"51
61","Early","Esket","Split",220,3
"2020","Acc_Radiation",216.2628,"51
61","Early","Esket","Split",220,3
"2020","Das",10,"51
61","Early","Esket","Split",220,3
"2020","Acc_TQ",14.445984773735,"51
61","Early","Esket","Split",220,3
"2020","Acc_Temperature",98.875,"51
61","Early","Alves","Split",176,2
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Alves","Split",176,2
"2020","Acc_Radiation",153.89424,"51
61","Early","Alves","Split",176,2
"2020","Das",6,"51
61","Early","Alves","Split",176,2
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Alves","Split",176,2
"2020","Acc_Temperature",98.875,"51
61","Early","Alves","Split",220,2
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Alves","Split",220,2
"2020","Acc_Radiation",153.89424,"51
61","Early","Alves","Split",220,2
"2020","Das",6,"51
61","Early","Alves","Split",220,2
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Alves","Split",220,2
"2020","Acc_Temperature",153.57916666666,"51
61","Early","Pionier","Combined",176,2
"2020","Acc_Percipitation",20.71,"51
61","Early","Pionier","Combined",176,2
"2020","Acc_Radiation",212.0022,"51
61","Early","Pionier","Combined",176,2
"2020","Das",10,"51
61","Early","Pionier","Combined",176,2
"2020","Acc_TQ",13.947488356768,"51
61","Early","Pionier","Combined",176,2
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Pionier","Split",176,2
"2020","Acc_Percipitation",20.17,"51
61","Early","Pionier","Split",176,2
"2020","Acc_Radiation",216.2628,"51
61","Early","Pionier","Split",176,2
"2020","Das",10,"51
61","Early","Pionier","Split",176,2
"2020","Acc_TQ",14.445984773735,"51
61","Early","Pionier","Split",176,2
"2020","Acc_Temperature",98.875,"51
61","Early","Torrild","Split",176,3
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Torrild","Split",176,3
"2020","Acc_Radiation",153.89424,"51
61","Early","Torrild","Split",176,3
"2020","Das",6,"51
61","Early","Torrild","Split",176,3
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Torrild","Split",176,3
"2020","Acc_Temperature",121.51666666666,"51
61","Early","Pionier","Combined",220,1
"2020","Acc_Percipitation",20.17,"51
61","Early","Pionier","Combined",220,1
"2020","Acc_Radiation",171.18756,"51
61","Early","Pionier","Combined",220,1
"2020","Das",8,"51
61","Early","Pionier","Combined",220,1
"2020","Acc_TQ",11.398286620002,"51
61","Early","Pionier","Combined",220,1
"2020","Acc_Temperature",98.875,"51
61","Early","Patras","Split",220,2
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Patras","Split",220,2
"2020","Acc_Radiation",153.89424,"51
61","Early","Patras","Split",220,2
"2020","Das",6,"51
61","Early","Patras","Split",220,2
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Patras","Split",220,2
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Esket","Combined",176,3
"2020","Acc_Percipitation",20.17,"51
61","Early","Esket","Combined",176,3
"2020","Acc_Radiation",216.2628,"51
61","Early","Esket","Combined",176,3
"2020","Das",10,"51
61","Early","Esket","Combined",176,3
"2020","Acc_TQ",14.445984773735,"51
61","Early","Esket","Combined",176,3
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Capone","Combined",220,1
"2020","Acc_Percipitation",20.17,"51
61","Early","Capone","Combined",220,1
"2020","Acc_Radiation",216.2628,"51
61","Early","Capone","Combined",220,1
"2020","Das",10,"51
61","Early","Capone","Combined",220,1
"2020","Acc_TQ",14.445984773735,"51
61","Early","Capone","Combined",220,1
"2020","Acc_Temperature",98.875,"51
61","Early","Alves","Combined",220,1
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Alves","Combined",220,1
"2020","Acc_Radiation",153.89424,"51
61","Early","Alves","Combined",220,1
"2020","Das",6,"51
61","Early","Alves","Combined",220,1
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Alves","Combined",220,1
"2020","Acc_Temperature",98.875,"51
61","Early","Alves","Split",176,3
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Alves","Split",176,3
"2020","Acc_Radiation",153.89424,"51
61","Early","Alves","Split",176,3
"2020","Das",6,"51
61","Early","Alves","Split",176,3
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Alves","Split",176,3
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Potenzial","Combined",220,3
"2020","Acc_Percipitation",20.17,"51
61","Early","Potenzial","Combined",220,3
"2020","Acc_Radiation",216.2628,"51
61","Early","Potenzial","Combined",220,3
"2020","Das",10,"51
61","Early","Potenzial","Combined",220,3
"2020","Acc_TQ",14.445984773735,"51
61","Early","Potenzial","Combined",220,3
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Esket","Split",176,2
"2020","Acc_Percipitation",20.17,"51
61","Early","Esket","Split",176,2
"2020","Acc_Radiation",216.2628,"51
61","Early","Esket","Split",176,2
"2020","Das",10,"51
61","Early","Esket","Split",176,2
"2020","Acc_TQ",14.445984773735,"51
61","Early","Esket","Split",176,2
"2020","Acc_Temperature",54.94583333333,"51
61","Early","Torrild","Split",220,3
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Torrild","Split",220,3
"2020","Acc_Radiation",79.44588,"51
61","Early","Torrild","Split",220,3
"2020","Das",3,"51
61","Early","Torrild","Split",220,3
"2020","Acc_TQ",4.38723841272304,"51
61","Early","Torrild","Split",220,3
"2020","Acc_Temperature",98.875,"51
61","Early","Patras","Combined",176,2
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Patras","Combined",176,2
"2020","Acc_Radiation",153.89424,"51
61","Early","Patras","Combined",176,2
"2020","Das",6,"51
61","Early","Patras","Combined",176,2
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Patras","Combined",176,2
"2020","Acc_Temperature",98.875,"51
61","Early","Torrild","Split",176,1
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Torrild","Split",176,1
"2020","Acc_Radiation",153.89424,"51
61","Early","Torrild","Split",176,1
"2020","Das",6,"51
61","Early","Torrild","Split",176,1
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Torrild","Split",176,1
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Capone","Split",176,3
"2020","Acc_Percipitation",20.17,"51
61","Early","Capone","Split",176,3
"2020","Acc_Radiation",216.2628,"51
61","Early","Capone","Split",176,3
"2020","Das",10,"51
61","Early","Capone","Split",176,3
"2020","Acc_TQ",14.445984773735,"51
61","Early","Capone","Split",176,3
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Esket","Combined",176,2
"2020","Acc_Percipitation",20.17,"51
61","Early","Esket","Combined",176,2
"2020","Acc_Radiation",216.2628,"51
61","Early","Esket","Combined",176,2
"2020","Das",10,"51
61","Early","Esket","Combined",176,2
"2020","Acc_TQ",14.445984773735,"51
61","Early","Esket","Combined",176,2
"2020","Acc_Temperature",183.13333333333,"51
61","Early","Pionier","Split",220,2
"2020","Acc_Percipitation",20.71,"51
61","Early","Pionier","Split",220,2
"2020","Acc_Radiation",257.07744,"51
61","Early","Pionier","Split",220,2
"2020","Das",12,"51
61","Early","Pionier","Split",220,2
"2020","Acc_TQ",16.995186510501,"51
61","Early","Pionier","Split",220,2
"2020","Acc_Temperature",121.51666666666,"51
61","Early","Apertus","Combined",176,2
"2020","Acc_Percipitation",20.17,"51
61","Early","Apertus","Combined",176,2
"2020","Acc_Radiation",171.18756,"51
61","Early","Apertus","Combined",176,2
"2020","Das",8,"51
61","Early","Apertus","Combined",176,2
"2020","Acc_TQ",11.398286620002,"51
61","Early","Apertus","Combined",176,2
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Capone","Combined",220,3
"2020","Acc_Percipitation",20.17,"51
61","Early","Capone","Combined",220,3
"2020","Acc_Radiation",216.2628,"51
61","Early","Capone","Combined",220,3
"2020","Das",10,"51
61","Early","Capone","Combined",220,3
"2020","Acc_TQ",14.445984773735,"51
61","Early","Capone","Combined",220,3
"2020","Acc_Temperature",84.5,"51
61","Early","Apertus","Split",176,2
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Apertus","Split",176,2
"2020","Acc_Radiation",124.52112,"51
61","Early","Apertus","Split",176,2
"2020","Das",5,"51
61","Early","Apertus","Split",176,2
"2020","Acc_TQ",7.43493656645603,"51
61","Early","Apertus","Split",176,2
"2020","Acc_Temperature",98.875,"51
61","Early","Patras","Split",220,3
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Patras","Split",220,3
"2020","Acc_Radiation",153.89424,"51
61","Early","Patras","Split",220,3
"2020","Das",6,"51
61","Early","Patras","Split",220,3
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Patras","Split",220,3
"2020","Acc_Temperature",98.875,"51
61","Early","Potenzial","Split",176,3
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Potenzial","Split",176,3
"2020","Acc_Radiation",153.89424,"51
61","Early","Potenzial","Split",176,3
"2020","Das",6,"51
61","Early","Potenzial","Split",176,3
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Potenzial","Split",176,3
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Apertus","Split",220,3
"2020","Acc_Percipitation",20.17,"51
61","Early","Apertus","Split",220,3
"2020","Acc_Radiation",216.2628,"51
61","Early","Apertus","Split",220,3
"2020","Das",10,"51
61","Early","Apertus","Split",220,3
"2020","Acc_TQ",14.445984773735,"51
61","Early","Apertus","Split",220,3
"2020","Acc_Temperature",121.51666666666,"51
61","Early","Apertus","Combined",220,3
"2020","Acc_Percipitation",20.17,"51
61","Early","Apertus","Combined",220,3
"2020","Acc_Radiation",171.18756,"51
61","Early","Apertus","Combined",220,3
"2020","Das",8,"51
61","Early","Apertus","Combined",220,3
"2020","Acc_TQ",11.398286620002,"51
61","Early","Apertus","Combined",220,3
"2020","Acc_Temperature",98.875,"51
61","Early","Alves","Combined",220,3
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Alves","Combined",220,3
"2020","Acc_Radiation",153.89424,"51
61","Early","Alves","Combined",220,3
"2020","Das",6,"51
61","Early","Alves","Combined",220,3
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Alves","Combined",220,3
"2020","Acc_Temperature",98.875,"51
61","Early","Torrild","Split",176,2
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Torrild","Split",176,2
"2020","Acc_Radiation",153.89424,"51
61","Early","Torrild","Split",176,2
"2020","Das",6,"51
61","Early","Torrild","Split",176,2
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Torrild","Split",176,2
"2020","Acc_Temperature",165.44583333333,"51
61","Early","Capone","Split",220,1
"2020","Acc_Percipitation",20.17,"51
61","Early","Capone","Split",220,1
"2020","Acc_Radiation",245.63592,"51
61","Early","Capone","Split",220,1
"2020","Das",11,"51
61","Early","Capone","Split",220,1
"2020","Acc_TQ",16.489332251996,"51
61","Early","Capone","Split",220,1
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Apertus","Split",176,3
"2020","Acc_Percipitation",20.17,"51
61","Early","Apertus","Split",176,3
"2020","Acc_Radiation",216.2628,"51
61","Early","Apertus","Split",176,3
"2020","Das",10,"51
61","Early","Apertus","Split",176,3
"2020","Acc_TQ",14.445984773735,"51
61","Early","Apertus","Split",176,3
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Capone","Combined",220,2
"2020","Acc_Percipitation",20.17,"51
61","Early","Capone","Combined",220,2
"2020","Acc_Radiation",216.2628,"51
61","Early","Capone","Combined",220,2
"2020","Das",10,"51
61","Early","Capone","Combined",220,2
"2020","Acc_TQ",14.445984773735,"51
61","Early","Capone","Combined",220,2
"2020","Acc_Temperature",98.875,"51
61","Early","Patras","Split",176,2
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Patras","Split",176,2
"2020","Acc_Radiation",153.89424,"51
61","Early","Patras","Split",176,2
"2020","Das",6,"51
61","Early","Patras","Split",176,2
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Patras","Split",176,2
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Capone","Combined",176,3
"2020","Acc_Percipitation",20.17,"51
61","Early","Capone","Combined",176,3
"2020","Acc_Radiation",216.2628,"51
61","Early","Capone","Combined",176,3
"2020","Das",10,"51
61","Early","Capone","Combined",176,3
"2020","Acc_TQ",14.445984773735,"51
61","Early","Capone","Combined",176,3
"2020","Acc_Temperature",153.57916666666,"51
61","Early","Pionier","Combined",220,2
"2020","Acc_Percipitation",20.71,"51
61","Early","Pionier","Combined",220,2
"2020","Acc_Radiation",212.0022,"51
61","Early","Pionier","Combined",220,2
"2020","Das",10,"51
61","Early","Pionier","Combined",220,2
"2020","Acc_TQ",13.947488356768,"51
61","Early","Pionier","Combined",220,2
"2020","Acc_Temperature",121.51666666666,"51
61","Early","Apertus","Combined",220,2
"2020","Acc_Percipitation",20.17,"51
61","Early","Apertus","Combined",220,2
"2020","Acc_Radiation",171.18756,"51
61","Early","Apertus","Combined",220,2
"2020","Das",8,"51
61","Early","Apertus","Combined",220,2
"2020","Acc_TQ",11.398286620002,"51
61","Early","Apertus","Combined",220,2
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Apertus","Combined",176,3
"2020","Acc_Percipitation",20.17,"51
61","Early","Apertus","Combined",176,3
"2020","Acc_Radiation",216.2628,"51
61","Early","Apertus","Combined",176,3
"2020","Das",10,"51
61","Early","Apertus","Combined",176,3
"2020","Acc_TQ",14.445984773735,"51
61","Early","Apertus","Combined",176,3
"2020","Acc_Temperature",121.51666666666,"51
61","Early","Pionier","Combined",220,3
"2020","Acc_Percipitation",20.17,"51
61","Early","Pionier","Combined",220,3
"2020","Acc_Radiation",171.18756,"51
61","Early","Pionier","Combined",220,3
"2020","Das",8,"51
61","Early","Pionier","Combined",220,3
"2020","Acc_TQ",11.398286620002,"51
61","Early","Pionier","Combined",220,3
"2020","Acc_Temperature",183.13333333333,"51
61","Early","Pionier","Split",176,1
"2020","Acc_Percipitation",20.71,"51
61","Early","Pionier","Split",176,1
"2020","Acc_Radiation",257.07744,"51
61","Early","Pionier","Split",176,1
"2020","Das",12,"51
61","Early","Pionier","Split",176,1
"2020","Acc_TQ",16.995186510501,"51
61","Early","Pionier","Split",176,1
"2020","Acc_Temperature",84.5,"51
61","Early","Patras","Split",176,3
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Patras","Split",176,3
"2020","Acc_Radiation",124.52112,"51
61","Early","Patras","Split",176,3
"2020","Das",5,"51
61","Early","Patras","Split",176,3
"2020","Acc_TQ",7.43493656645603,"51
61","Early","Patras","Split",176,3
"2020","Acc_Temperature",98.875,"51
61","Early","Potenzial","Split",220,2
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Potenzial","Split",220,2
"2020","Acc_Radiation",153.89424,"51
61","Early","Potenzial","Split",220,2
"2020","Das",6,"51
61","Early","Potenzial","Split",220,2
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Potenzial","Split",220,2
"2020","Acc_Temperature",98.875,"51
61","Early","Capone","Combined",176,2
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Capone","Combined",176,2
"2020","Acc_Radiation",153.89424,"51
61","Early","Capone","Combined",176,2
"2020","Das",6,"51
61","Early","Capone","Combined",176,2
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Capone","Combined",176,2
"2020","Acc_Temperature",98.875,"51
61","Early","Alves","Combined",176,3
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Alves","Combined",176,3
"2020","Acc_Radiation",153.89424,"51
61","Early","Alves","Combined",176,3
"2020","Das",6,"51
61","Early","Alves","Combined",176,3
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Alves","Combined",176,3
"2020","Acc_Temperature",98.875,"51
61","Early","Patras","Split",176,1
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Patras","Split",176,1
"2020","Acc_Radiation",153.89424,"51
61","Early","Patras","Split",176,1
"2020","Das",6,"51
61","Early","Patras","Split",176,1
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Patras","Split",176,1
"2020","Acc_Temperature",98.875,"51
61","Early","Potenzial","Combined",176,2
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Potenzial","Combined",176,2
"2020","Acc_Radiation",153.89424,"51
61","Early","Potenzial","Combined",176,2
"2020","Das",6,"51
61","Early","Potenzial","Combined",176,2
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Potenzial","Combined",176,2
"2020","Acc_Temperature",98.875,"51
61","Early","Patras","Combined",220,2
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Patras","Combined",220,2
"2020","Acc_Radiation",153.89424,"51
61","Early","Patras","Combined",220,2
"2020","Das",6,"51
61","Early","Patras","Combined",220,2
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Patras","Combined",220,2
"2020","Acc_Temperature",165.44583333333,"51
61","Early","Potenzial","Split",176,1
"2020","Acc_Percipitation",20.17,"51
61","Early","Potenzial","Split",176,1
"2020","Acc_Radiation",245.63592,"51
61","Early","Potenzial","Split",176,1
"2020","Das",11,"51
61","Early","Potenzial","Split",176,1
"2020","Acc_TQ",16.489332251996,"51
61","Early","Potenzial","Split",176,1
"2020","Acc_Temperature",98.875,"51
61","Early","Potenzial","Split",176,2
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Potenzial","Split",176,2
"2020","Acc_Radiation",153.89424,"51
61","Early","Potenzial","Split",176,2
"2020","Das",6,"51
61","Early","Potenzial","Split",176,2
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Potenzial","Split",176,2
"2020","Acc_Temperature",121.51666666666,"51
61","Early","Pionier","Split",220,3
"2020","Acc_Percipitation",20.17,"51
61","Early","Pionier","Split",220,3
"2020","Acc_Radiation",171.18756,"51
61","Early","Pionier","Split",220,3
"2020","Das",8,"51
61","Early","Pionier","Split",220,3
"2020","Acc_TQ",11.398286620002,"51
61","Early","Pionier","Split",220,3
"2020","Acc_Temperature",121.51666666666,"51
61","Early","Apertus","Combined",176,1
"2020","Acc_Percipitation",20.17,"51
61","Early","Apertus","Combined",176,1
"2020","Acc_Radiation",171.18756,"51
61","Early","Apertus","Combined",176,1
"2020","Das",8,"51
61","Early","Apertus","Combined",176,1
"2020","Acc_TQ",11.398286620002,"51
61","Early","Apertus","Combined",176,1
"2020","Acc_Temperature",98.875,"51
61","Early","Patras","Combined",176,3
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Patras","Combined",176,3
"2020","Acc_Radiation",153.89424,"51
61","Early","Patras","Combined",176,3
"2020","Das",6,"51
61","Early","Patras","Combined",176,3
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Patras","Combined",176,3
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Apertus","Split",220,1
"2020","Acc_Percipitation",20.17,"51
61","Early","Apertus","Split",220,1
"2020","Acc_Radiation",216.2628,"51
61","Early","Apertus","Split",220,1
"2020","Das",10,"51
61","Early","Apertus","Split",220,1
"2020","Acc_TQ",14.445984773735,"51
61","Early","Apertus","Split",220,1
"2020","Acc_Temperature",165.44583333333,"51
61","Early","Potenzial","Combined",220,2
"2020","Acc_Percipitation",20.17,"51
61","Early","Potenzial","Combined",220,2
"2020","Acc_Radiation",245.63592,"51
61","Early","Potenzial","Combined",220,2
"2020","Das",11,"51
61","Early","Potenzial","Combined",220,2
"2020","Acc_TQ",16.489332251996,"51
61","Early","Potenzial","Combined",220,2
"2020","Acc_Temperature",121.51666666666,"51
61","Early","Pionier","Split",176,3
"2020","Acc_Percipitation",20.17,"51
61","Early","Pionier","Split",176,3
"2020","Acc_Radiation",171.18756,"51
61","Early","Pionier","Split",176,3
"2020","Das",8,"51
61","Early","Pionier","Split",176,3
"2020","Acc_TQ",11.398286620002,"51
61","Early","Pionier","Split",176,3
"2020","Acc_Temperature",121.51666666666,"51
61","Early","Pionier","Combined",176,3
"2020","Acc_Percipitation",20.17,"51
61","Early","Pionier","Combined",176,3
"2020","Acc_Radiation",171.18756,"51
61","Early","Pionier","Combined",176,3
"2020","Das",8,"51
61","Early","Pionier","Combined",176,3
"2020","Acc_TQ",11.398286620002,"51
61","Early","Pionier","Combined",176,3
"2020","Acc_Temperature",98.875,"51
61","Early","Torrild","Combined",220,3
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Torrild","Combined",220,3
"2020","Acc_Radiation",153.89424,"51
61","Early","Torrild","Combined",220,3
"2020","Das",6,"51
61","Early","Torrild","Combined",220,3
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Torrild","Combined",220,3
"2020","Acc_Temperature",165.44583333333,"51
61","Early","Torrild","Split",220,2
"2020","Acc_Percipitation",20.17,"51
61","Early","Torrild","Split",220,2
"2020","Acc_Radiation",245.63592,"51
61","Early","Torrild","Split",220,2
"2020","Das",11,"51
61","Early","Torrild","Split",220,2
"2020","Acc_TQ",16.489332251996,"51
61","Early","Torrild","Split",220,2
"2020","Acc_Temperature",151.07083333333,"51
61","Early","Apertus","Split",220,2
"2020","Acc_Percipitation",20.17,"51
61","Early","Apertus","Split",220,2
"2020","Acc_Radiation",216.2628,"51
61","Early","Apertus","Split",220,2
"2020","Das",10,"51
61","Early","Apertus","Split",220,2
"2020","Acc_TQ",14.445984773735,"51
61","Early","Apertus","Split",220,2
"2020","Acc_Temperature",165.44583333333,"51
61","Early","Torrild","Combined",220,2
"2020","Acc_Percipitation",20.17,"51
61","Early","Torrild","Combined",220,2
"2020","Acc_Radiation",245.63592,"51
61","Early","Torrild","Combined",220,2
"2020","Das",11,"51
61","Early","Torrild","Combined",220,2
"2020","Acc_TQ",16.489332251996,"51
61","Early","Torrild","Combined",220,2
"2020","Acc_Temperature",98.875,"51
61","Early","Torrild","Combined",176,3
"2020","Acc_Percipitation",0.160000000000025,"51
61","Early","Torrild","Combined",176,3
"2020","Acc_Radiation",153.89424,"51
61","Early","Torrild","Combined",176,3
"2020","Das",6,"51
61","Early","Torrild","Combined",176,3
"2020","Acc_TQ",9.47828404471699,"51
61","Early","Torrild","Combined",176,3
"2020","Acc_Temperature",165.44583333333,"51
61","Early","Capone","Split",176,2
"2020","Acc_Percipitation",20.17,"51
61","Early","Capone","Split",176,2
"2020","Acc_Radiation",245.63592,"51
61","Early","Capone","Split",176,2
"2020","Das",11,"51
61","Early","Capone","Split",176,2
"2020","Acc_TQ",16.489332251996,"51
61","Early","Capone","Split",176,2
"2020","Acc_Temperature",183.13333333333,"51
61","Early","Apertus","Split",176,1
"2020","Acc_Percipitation",20.71,"51
61","Early","Apertus","Split",176,1
"2020","Acc_Radiation",257.07744,"51
61","Early","Apertus","Split",176,1
"2020","Das",12,"51
61","Early","Apertus","Split",176,1
"2020","Acc_TQ",16.995186510501,"51
61","Early","Apertus","Split",176,1
"2020","Acc_Temperature",135.24166666666,"51
61","Late","Pionier","Combined",220,1
"2020","Acc_Percipitation",20.79,"51
61","Late","Pionier","Combined",220,1
"2020","Acc_Radiation",175.86756,"51
61","Late","Pionier","Combined",220,1
"2020","Das",9,"51
61","Late","Pionier","Combined",220,1
"2020","Acc_TQ",11.948512254645,"51
61","Late","Pionier","Combined",220,1
"2020","Acc_Temperature",98.6333333333298,"51
61","Late","Capone","Combined",220,3
"2020","Acc_Percipitation",20.55,"51
61","Late","Capone","Combined",220,3
"2020","Acc_Radiation",132.55632,"51
61","Late","Capone","Combined",220,3
"2020","Das",7,"51
61","Late","Capone","Combined",220,3
"2020","Acc_TQ",9.56024994404504,"51
61","Late","Capone","Combined",220,3
"2020","Acc_Temperature",153.57916666667,"51
61","Late","Esket","Combined",176,1
"2020","Acc_Percipitation",20.71,"51
61","Late","Esket","Combined",176,1
"2020","Acc_Radiation",212.0022,"51
61","Late","Esket","Combined",176,1
"2020","Das",10,"51
61","Late","Esket","Combined",176,1
"2020","Acc_TQ",13.947488356768,"51
61","Late","Esket","Combined",176,1
"2020","Acc_Temperature",98.6333333333298,"51
61","Late","Apertus","Combined",220,2
"2020","Acc_Percipitation",20.55,"51
61","Late","Apertus","Combined",220,2
"2020","Acc_Radiation",132.55632,"51
61","Late","Apertus","Combined",220,2
"2020","Das",7,"51
61","Late","Apertus","Combined",220,2
"2020","Acc_TQ",9.56024994404504,"51
61","Late","Apertus","Combined",220,2
"2020","Acc_Temperature",121.51666666667,"51
61","Late","Potenzial","Split",176,3
"2020","Acc_Percipitation",20.17,"51
61","Late","Potenzial","Split",176,3
"2020","Acc_Radiation",171.18756,"51
61","Late","Potenzial","Split",176,3
"2020","Das",8,"51
61","Late","Potenzial","Split",176,3
"2020","Acc_TQ",11.398286620002,"51
61","Late","Potenzial","Split",176,3
"2020","Acc_Temperature",153.57916666667,"51
61","Late","Capone","Combined",176,1
"2020","Acc_Percipitation",20.71,"51
61","Late","Capone","Combined",176,1
"2020","Acc_Radiation",212.0022,"51
61","Late","Capone","Combined",176,1
"2020","Das",10,"51
61","Late","Capone","Combined",176,1
"2020","Acc_TQ",13.947488356768,"51
61","Late","Capone","Combined",176,1
"2020","Acc_Temperature",151.07083333333,"51
61","Late","Alves","Combined",220,1
"2020","Acc_Percipitation",20.17,"51
61","Late","Alves","Combined",220,1
"2020","Acc_Radiation",216.2628,"51
61","Late","Alves","Combined",220,1
"2020","Das",10,"51
61","Late","Alves","Combined",220,1
